Session: ClassificationLearnerSession_00-feature_selection_Kruskal,,,,,,,,,,
Training Data: train_data    Observations: 864,,,,,,,,,,
"Predictors: 36    Predictor Names: mean_fmg_Extensor, rms_fmg_Extensor, std_fmg_Extensor, median_fmg_Extensor, wl_fmg_Extensor, ssc_fmg_Extensor, rms_Extensor, mav_Extensor, sd_Extensor, iqr_Extensor, wl_Extensor, ssc_Extensor, iemg_Extensor, kurt_Extensor, log_Extensor, mnf_Extensor, pkf_Extensor, mnpsd_Extensor, mean_fmg_Flexor, rms_fmg_Flexor, std_fmg_Flexor, median_fmg_Flexor, wl_fmg_Flexor, ssc_fmg_Flexor, rms_Flexor, mav_Flexor, sd_Flexor, iqr_Flexor, wl_Flexor, ssc_Flexor, iemg_Flexor, kurt_Flexor, log_Flexor, mnf_Flexor, pkf_Flexor, mnpsd_Flexor",,,,,,,,,,
"Response Name: labels    Response Classes: 5    Response Class Names: abrir, fechar, ok, pinch, point",,,,,,,,,,
Validation: 5-fold cross-validation,,,,,,,,,,
Test Data: test_data    Observations: 216,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Favorite,Model Number,Model Type,Preset,Accuracy % (Validation),Accuracy % (Test),Prediction Speed (obs/sec),Training Time (sec),Model Size (bytes),Selected Features,Feature Ranking Algorithm
0,2.1,Tree,Fine Tree,70.4861111111111,72.6851851851852,32100.343295338,8.7538499,38941,30/36,KruskalWallis
0,2.2,Tree,Medium Tree,63.6574074074074,56.9444444444444,40365.7209065468,1.9493614,15593,30/36,KruskalWallis
0,2.3,Tree,Coarse Tree,49.4212962962963,43.0555555555556,39226.5469288429,2.7642628,9733,30/36,KruskalWallis
0,2.4,Discriminant,Linear Discriminant,70.7175925925926,70.8333333333333,24148.0409063341,1.4443052,27046,30/36,KruskalWallis
0,2.5,Discriminant,Quadratic Discriminant,81.9444444444444,81.4814814814815,21190.3897658266,2.5270427,94912,30/36,KruskalWallis
0,2.6,Efficient Logistic Regression,Efficient Logistic Regression,33.5648148148148,27.7777777777778,19001.8737958882,2.400741,163376,30/36,KruskalWallis
0,2.7,Efficient Linear SVM,Efficient Linear SVM,53.587962962963,54.1666666666667,18385.5996493117,3.7449681,162932,30/36,KruskalWallis
0,2.8,Naive Bayes,Gaussian Naive Bayes,56.5972222222222,58.7962962962963,6415.05399337111,2.5406305,29738,30/36,KruskalWallis
0,2.9,Naive Bayes,Kernel Naive Bayes,63.0787037037037,62.5,1379.11065559313,7.5179897,1170128,30/36,KruskalWallis
0,2.10,SVM,Linear SVM,72.6851851851852,73.1481481481482,15503.2083028293,2.7912878,94452,30/36,KruskalWallis
0,2.11,SVM,Quadratic SVM,87.7314814814815,87.037037037037,13494.2227858698,3.613557,265444,30/36,KruskalWallis
0,2.12,SVM,Cubic SVM,88.4259259259259,87.5,13747.4541751527,2.1391242,256996,30/36,KruskalWallis
0,2.13,SVM,Fine Gaussian SVM,78.2407407407407,76.3888888888889,10482.8416265876,3.8054186,932796,30/36,KruskalWallis
0,2.14,SVM,Medium Gaussian SVM,84.375,87.037037037037,10424.1821722355,2.2644529,433340,30/36,KruskalWallis
0,2.15,SVM,Coarse Gaussian SVM,63.5416666666667,63.8888888888889,10364.6833013436,2.7243119,629180,30/36,KruskalWallis
0,2.16,KNN,Fine KNN,88.8888888888889,86.1111111111111,12754.9514012731,1.8049996,231258,30/36,KruskalWallis
0,2.17,KNN,Medium KNN,81.4814814814815,85.1851851851852,16922.1639217115,3.2593835,231258,30/36,KruskalWallis
0,2.18,KNN,Coarse KNN,60.0694444444444,65.7407407407407,16160.6790477918,1.2378306,231258,30/36,KruskalWallis
0,2.19,KNN,Cosine KNN,80.3240740740741,83.7962962962963,14429.9421299196,2.2226842,231246,30/36,KruskalWallis
0,2.20,KNN,Cubic KNN,80.4398148148148,83.7962962962963,5509.25542157919,2.9453591,231274,30/36,KruskalWallis
0,2.21,KNN,Weighted KNN,86.6898148148148,88.4259259259259,14160.2434775198,2.4701538,231276,30/36,KruskalWallis
0,2.22,Ensemble,Boosted Trees,73.8425925925926,71.2962962962963,5454.40427362676,4.1393585,471150,30/36,KruskalWallis
0,2.23,Ensemble,Bagged Trees,84.4907407407407,84.7222222222222,3527.14102358939,6.9085415,1299998,30/36,KruskalWallis
0,2.24,Ensemble,Subspace Discriminant,68.6342592592593,68.9814814814815,2489.6157952291,4.803271,369240,30/36,KruskalWallis
0,2.25,Ensemble,Subspace KNN,60.3009259259259,70.3703703703704,1539.17795783151,5.5901877,3762882,30/36,KruskalWallis
0,2.26,Ensemble,RUSBoosted Trees,70.4861111111111,68.5185185185185,4473.91613685627,5.1634159,471150,30/36,KruskalWallis
0,2.27,Neural Network,Narrow Neural Network,77.5462962962963,81.9444444444444,32568.255751275,7.4891451,13369,30/36,KruskalWallis
0,2.28,Neural Network,Medium Neural Network,83.1018518518518,82.8703703703704,24849.508043015,2.8035216,17689,30/36,KruskalWallis
0,2.29,Neural Network,Wide Neural Network,85.7638888888889,86.5740740740741,28189.4172229509,2.5538569,39289,30/36,KruskalWallis
0,2.30,Neural Network,Bilayered Neural Network,79.7453703703704,81.0185185185185,27743.1701709544,8.9241524,15169,30/36,KruskalWallis
0,2.31,Neural Network,Trilayered Neural Network,78.4722222222222,77.7777777777778,29407.5601935998,5.8786336,16969,30/36,KruskalWallis
0,2.32,Kernel,SVM Kernel,52.3148148148148,50,6733.17232946721,9.5218888,212322,30/36,KruskalWallis
0,2.33,Kernel,Logistic Regression Kernel,51.2731481481482,47.6851851851852,5263.93068183134,4.3905787,212742,30/36,KruskalWallis
0,3.1,Tree,Fine Tree,72.5694444444444,77.3148148148148,42111.214547865,9.3225956,37169,24/36,KruskalWallis
0,3.2,Tree,Medium Tree,63.7731481481482,61.1111111111111,43065.2059055157,1.9862712,14761,24/36,KruskalWallis
0,3.3,Tree,Coarse Tree,49.4212962962963,43.0555555555556,37677.1020029043,3.6678343,8917,24/36,KruskalWallis
0,3.4,Discriminant,Linear Discriminant,67.0138888888889,70.8333333333333,34573.691181708,1.7172475,20134,24/36,KruskalWallis
0,3.5,Discriminant,Quadratic Discriminant,79.9768518518518,77.3148148148148,25618.2173990393,2.9152327,65488,24/36,KruskalWallis
0,3.6,Efficient Logistic Regression,Efficient Logistic Regression,37.2685185185185,31.4814814814815,22314.6258942638,2.8229646,153440,24/36,KruskalWallis
0,3.7,Efficient Linear SVM,Efficient Linear SVM,50.3472222222222,52.7777777777778,21658.7493576326,3.5397515,152996,24/36,KruskalWallis
0,3.8,Naive Bayes,Gaussian Naive Bayes,57.0601851851852,57.4074074074074,8044.86502038684,1.4666599,24578,24/36,KruskalWallis
0,3.9,Naive Bayes,Kernel Naive Bayes,60.4166666666667,62.037037037037,2076.78229504635,6.0950726,936890,24/36,KruskalWallis
0,3.10,SVM,Linear SVM,71.7592592592593,71.7592592592593,17532.360801375,3.2548729,84036,24/36,KruskalWallis
0,3.11,SVM,Quadratic SVM,86.1111111111111,85.1851851851852,14434.7154907553,2.2305757,236532,24/36,KruskalWallis
0,3.12,SVM,Cubic SVM,86.9212962962963,87.5,17387.6644180767,2.5810632,219892,24/36,KruskalWallis
0,3.13,SVM,Fine Gaussian SVM,76.1574074074074,73.6111111111111,15161.0599405841,3.3136066,775628,24/36,KruskalWallis
0,3.14,SVM,Medium Gaussian SVM,83.4490740740741,86.1111111111111,15775.8946520813,2.7597842,367532,24/36,KruskalWallis
0,3.15,SVM,Coarse Gaussian SVM,62.7314814814815,62.037037037037,16317.989261101,3.0971144,518748,24/36,KruskalWallis
0,3.16,KNN,Fine KNN,86.5740740740741,84.2592592592593,16302.440460242,1.7939326,188874,24/36,KruskalWallis
0,3.17,KNN,Medium KNN,82.0601851851852,83.3333333333333,15633.6514347132,2.0701459,188874,24/36,KruskalWallis
0,3.18,KNN,Coarse KNN,60.6481481481482,62.5,16681.4366887348,2.7951463,188874,24/36,KruskalWallis
0,3.19,KNN,Cosine KNN,79.5138888888889,81.4814814814815,17931.3379185535,1.6046647,188862,24/36,KruskalWallis
0,3.20,KNN,Cubic KNN,78.8194444444444,80.0925925925926,7058.9100356622,3.0697888,188890,24/36,KruskalWallis
0,3.21,KNN,Weighted KNN,85.1851851851852,87.5,16791.5669019559,1.0567723,188892,24/36,KruskalWallis
0,3.22,Ensemble,Boosted Trees,72.8009259259259,69.4444444444444,5008.38498713413,4.9174901,445854,24/36,KruskalWallis
0,3.23,Ensemble,Bagged Trees,83.7962962962963,81.9444444444444,4322.45731698471,5.2619199,1288230,24/36,KruskalWallis
0,3.24,Ensemble,Subspace Discriminant,65.162037037037,65.2777777777778,2612.33967672296,4.6169651,303460,24/36,KruskalWallis
0,3.25,Ensemble,Subspace KNN,59.0277777777778,62.962962962963,1732.36764530735,5.6900317,3127550,24/36,KruskalWallis
0,3.26,Ensemble,RUSBoosted Trees,68.8657407407407,68.9814814814815,4621.11410568338,4.4834602,445854,24/36,KruskalWallis
0,3.27,Neural Network,Narrow Neural Network,77.8935185185185,79.1666666666667,29835.7995061899,10.5364731,11977,24/36,KruskalWallis
0,3.28,Neural Network,Medium Neural Network,83.912037037037,80.5555555555556,33553.6586691935,2.76895,15577,24/36,KruskalWallis
0,3.29,Neural Network,Wide Neural Network,85.3009259259259,85.6481481481482,28803.9365379935,4.1697519,33577,24/36,KruskalWallis
0,3.30,Neural Network,Bilayered Neural Network,78.587962962963,76.8518518518518,25342.6686651395,7.7633284,13777,24/36,KruskalWallis
0,3.31,Neural Network,Trilayered Neural Network,78.3564814814815,77.7777777777778,28490.7800670061,9.5555064,15577,24/36,KruskalWallis
0,3.32,Kernel,SVM Kernel,42.0138888888889,36.5740740740741,5791.07490795609,10.9681842,203346,24/36,KruskalWallis
0,3.33,Kernel,Logistic Regression Kernel,41.3194444444444,39.3518518518519,4884.0683837408,6.2510432,203782,24/36,KruskalWallis
0,4.1,Tree,Fine Tree,68.6342592592593,68.9814814814815,44597.6916565152,10.6733323,40635,18/36,KruskalWallis
0,4.2,Tree,Medium Tree,63.8888888888889,55.5555555555556,44041.6356574132,3.7334321,13943,18/36,KruskalWallis
0,4.3,Tree,Coarse Tree,49.4212962962963,43.0555555555556,43216.4222404514,2.1941545,8091,18/36,KruskalWallis
0,4.4,Discriminant,Linear Discriminant,62.2685185185185,60.6481481481482,36744.0673641235,3.6912344,14364,18/36,KruskalWallis
0,4.5,Discriminant,Quadratic Discriminant,67.9398148148148,65.2777777777778,26939.7223711944,1.7229731,41814,18/36,KruskalWallis
0,4.6,Efficient Logistic Regression,Efficient Logistic Regression,42.7083333333333,26.3888888888889,19407.9235543456,4.3234374,143394,18/36,KruskalWallis
0,4.7,Efficient Linear SVM,Efficient Linear SVM,51.6203703703704,55.0925925925926,21997.6067418591,4.4198091,142950,18/36,KruskalWallis
0,4.8,Naive Bayes,Gaussian Naive Bayes,55.9027777777778,55.5555555555556,9604.83443333144,3.7619237,19408,18/36,KruskalWallis
0,4.9,Naive Bayes,Kernel Naive Bayes,57.5231481481482,57.8703703703704,2609.91313882835,5.4744296,703642,18/36,KruskalWallis
0,4.10,SVM,Linear SVM,65.5092592592593,62.5,16682.016438737,1.8753165,73510,18/36,KruskalWallis
0,4.11,SVM,Quadratic SVM,80.6712962962963,79.1666666666667,17150.0370194665,4.478701,208310,18/36,KruskalWallis
0,4.12,SVM,Cubic SVM,79.8611111111111,83.7962962962963,19599.258676188,3.7112522,179510,18/36,KruskalWallis
0,4.13,SVM,Fine Gaussian SVM,79.8611111111111,76.8518518518518,15683.6264029494,2.8134309,564750,18/36,KruskalWallis
0,4.14,SVM,Medium Gaussian SVM,78.3564814814815,78.2407407407407,16110.6263005974,3.159481,303310,18/36,KruskalWallis
0,4.15,SVM,Coarse Gaussian SVM,59.2592592592593,57.4074074074074,16169.3288044241,1.7621471,410190,18/36,KruskalWallis
0,4.16,KNN,Fine KNN,82.9861111111111,81.9444444444444,20067.9616386048,2.9970442,146480,18/36,KruskalWallis
0,4.17,KNN,Medium KNN,77.5462962962963,79.6296296296296,20025.2169398502,1.6953468,146480,18/36,KruskalWallis
0,4.18,KNN,Coarse KNN,60.9953703703704,60.6481481481482,18075.2381789198,3.9330025,146480,18/36,KruskalWallis
0,4.19,KNN,Cosine KNN,74.1898148148148,75,20153.53071664,1.5535418,146468,18/36,KruskalWallis
0,4.20,KNN,Cubic KNN,77.662037037037,77.7777777777778,9079.01580946677,2.9807064,146496,18/36,KruskalWallis
0,4.21,KNN,Weighted KNN,82.9861111111111,85.6481481481482,18760.1780479861,2.7783064,146498,18/36,KruskalWallis
0,4.22,Ensemble,Boosted Trees,72.2222222222222,69.9074074074074,5045.41457073683,5.0081926,420248,18/36,KruskalWallis
0,4.23,Ensemble,Bagged Trees,79.0509259259259,82.4074074074074,4640.25908113203,4.1006367,1412144,18/36,KruskalWallis
0,4.24,Ensemble,Subspace Discriminant,60.8796296296296,55.5555555555556,3000.57198403446,5.2844186,246138,18/36,KruskalWallis
0,4.25,Ensemble,Subspace KNN,58.3333333333333,56.9444444444444,2444.69583060521,6.0053522,3231180,18/36,KruskalWallis
0,4.26,Ensemble,RUSBoosted Trees,70.1388888888889,63.8888888888889,5534.42779205156,5.2893281,420248,18/36,KruskalWallis
0,4.27,Neural Network,Narrow Neural Network,74.0740740740741,74.537037037037,38215.546296542,8.4321321,10575,18/36,KruskalWallis
0,4.28,Neural Network,Medium Neural Network,78.9351851851852,76.3888888888889,34935.2040919475,4.2359091,13455,18/36,KruskalWallis
0,4.29,Neural Network,Wide Neural Network,78.7037037037037,80.5555555555556,38229.5810232607,4.0105448,27855,18/36,KruskalWallis
0,4.30,Neural Network,Bilayered Neural Network,71.875,70.3703703703704,31947.3460407846,10.2623017,12375,18/36,KruskalWallis
0,4.31,Neural Network,Trilayered Neural Network,74.3055555555556,73.6111111111111,33042.932866245,12.9644498,14175,18/36,KruskalWallis
0,4.32,Kernel,SVM Kernel,50.462962962963,43.0555555555556,6375.16518982718,12.2841132,194260,18/36,KruskalWallis
0,4.33,Kernel,Logistic Regression Kernel,48.4953703703704,38.4259259259259,5206.89889998234,5.7725563,194688,18/36,KruskalWallis
